State,City,Population
Arkansas,"Grady, AR",422
Arkansas,Grannis,564
Arkansas,Gravel Ridge,3348
Arkansas,Gravette,3221
Arkansas,Green Forest,2776
Arkansas,"Greenbrier, AR",5212
Arkansas,"Greenland, AR",1377
Arkansas,"Greenwood, AR",9263
Arkansas,Greers Ferry,878
Arkansas,Griffithville,224
Arkansas,Grubbs,372
Arkansas,Gurdon,2150
Arkansas,Guy,718
Arkansas,"Hackett, AR",816
Arkansas,"Hamburg, AR",2810
Arkansas,"Hampton, AR",1276
Arkansas,"Hardy, AR",760
Arkansas,Harrell,247
Arkansas,"Harrisburg, AR",2317
Arkansas,"Harrison, AR",13130
Arkansas,"Hartford, AR",641
Arkansas,"Hartman, AR",527
Arkansas,"Haskell, AR",4396
Arkansas,"Hatfield, AR",403
Arkansas,"Havana, AR",372
Arkansas,"Hazen, AR",1403
Arkansas,Heber Springs,7174
Arkansas,"Hector, AR",452
Arkansas,Helena-West Helena,11320
Arkansas,"Helena, AR",5275
Arkansas,"Hermitage, AR",808
Arkansas,Hickory Ridge,261
Arkansas,Higginson,643
Arkansas,Highfill,628
Arkansas,"Highland, AR",1050
Arkansas,Hiwasse,497
Arkansas,Holiday Island,2373
Arkansas,"Holland, AR",549
Arkansas,Holly Grove,561
Arkansas,"Hope, AR",10004
Arkansas,Horatio,1070
Arkansas,"Horseshoe Bend, AR",2108
Arkansas,Horseshoe Lake,282
Arkansas,Hot Springs Village,12807
Arkansas,"Hot Springs, AR",35673
Arkansas,"Hoxie, AR",2710
Arkansas,"Hughes, AR",1341
Arkansas,Humnoke,283
Arkansas,"Humphrey, AR",530
Arkansas,"Huntington, AR",625
Arkansas,"Huntsville, AR",2378
Arkansas,Huttig,568
Arkansas,Imboden,650
Arkansas,"Jacksonport, AR",207
Arkansas,"Jacksonville, AR",28808
Arkansas,"Jasper, AR",447
Arkansas,"Johnson, AR",3601
Arkansas,Joiner,546
Arkansas,"Jonesboro, AR",72210
Arkansas,Judsonia,2019
Arkansas,"Junction City, AR",552
Arkansas,Keiser,715
Arkansas,"Kensett, AR",1647
Arkansas,Keo,261
Arkansas,Kibler,944
Arkansas,"Kingsland, AR",428
Arkansas,"Kirby, AR",786
Arkansas,Knobel,269
Arkansas,"Knoxville, AR",742
Arkansas,Lafe,460
Arkansas,"Lake City, AR",2253
Arkansas,"Lake Hamilton, AR",2135
Arkansas,"Lake View, AR",404
Arkansas,"Lake Village, AR",2447
Arkansas,"Lakeview, AR",722
Arkansas,"Lamar, AR",1658
Arkansas,Landmark,3555
Arkansas,Lavaca,2380
Arkansas,Leachville,1890
Arkansas,Lead Hill,274
Arkansas,"Leola, AR",504
Arkansas,Lepanto,1853
Arkansas,"Leslie, AR",418
Arkansas,Letona,254
Arkansas,"Lewisville, AR",1201
Arkansas,Lexa,261
Arkansas,"Lincoln, AR",2413
Arkansas,Little Flock,2717
Arkansas,"Little Rock, AR",197706
Arkansas,Lockesburg,749
Arkansas,"London, AR",1048
Arkansas,Lonoke,4260
Arkansas,Lost Bridge Village,434
Arkansas,"Lowell, AR",8334
Arkansas,Luxora,1117
Arkansas,"Lynn, AR",280
Arkansas,"Madison, AR",717
Arkansas,Magazine,835
Arkansas,Magness,203
Arkansas,"Magnolia, AR",11489
Arkansas,"Malvern, AR",10826
Arkansas,Mammoth Spring,963
Arkansas,"Manila, AR",3261
Arkansas,"Mansfield, AR",1105
Arkansas,"Marianna, AR",3872
Arkansas,"Marion, AR",12321
Arkansas,Marked Tree,2525
Arkansas,Marmaduke,1206
Arkansas,"Marshall, AR",1313
Arkansas,Marvell,1074
Arkansas,Maumelle,17804
Arkansas,"Mayflower, AR",2345
Arkansas,"Maynard, AR",422
Arkansas,McAlmont,1873
Arkansas,McCrory,1642
Arkansas,McGehee,4024
Arkansas,McNeil,496
Arkansas,"McRae, AR",679
Arkansas,"Melbourne, AR",1791
Arkansas,Mena,5660
Arkansas,"Menifee, AR",299
Arkansas,"Midland, AR",320
Arkansas,"Midway, AR",1084
Arkansas,"Mineral Springs, AR",1178
Arkansas,"Mitchellville, AR",339
Arkansas,Monette,1523
Arkansas,"Monticello, AR",9696
Arkansas,"Montrose, AR",337
Arkansas,"Moro, AR",202
Arkansas,Morrilton,6748
Arkansas,"Mount Ida, AR",1037
Arkansas,"Mount Pleasant, AR",405
Arkansas,"Mountain Home, AR",12278
Arkansas,Mountain Pine,781
Arkansas,"Mountain View, AR",2839
Arkansas,Mountainburg,620
Arkansas,"Mulberry, AR",1625
Arkansas,"Murfreesboro, AR",1607
Arkansas,"Nashville, AR",4548
Arkansas,Natural Steps,426
Arkansas,"Newark, AR",1180
Arkansas,"Newport, AR",7783
Arkansas,Norfork,498
Arkansas,"Norman, AR",364
Arkansas,Norphlet,826
Arkansas,North Crossett,3119
Arkansas,North Little Rock,66810
Arkansas,Oak Grove Heights,963
Arkansas,"Oak Grove, AR",373
Arkansas,"Oden, AR",222
Arkansas,Oil Trough,261
Arkansas,"Ola, AR",1262
Arkansas,Oppelo,772
Arkansas,"Osceola, AR",7320
Arkansas,"Oxford, AR",652
Arkansas,"Ozark, AR",3614
Arkansas,"Palestine, AR",633
Arkansas,Pangburn,598
Arkansas,Paragould,27465
Arkansas,"Paris, AR",3473
Arkansas,"Parkdale, AR",266
Arkansas,Parkers-Iron Springs,3625
Arkansas,Parkin,1055
Arkansas,"Patterson, AR",423
Arkansas,"Pea Ridge, AR",5117
Arkansas,Perla,241
Arkansas,Perrytown,268
Arkansas,"Perryville, AR",1439
Arkansas,"Perry, AR",268
Arkansas,Piggott,3659
Arkansas,Pine Bluff,45332
Arkansas,"Pineville, AR",231
Arkansas,"Piney, AR",4699
Arkansas,"Plainview, AR",605
Arkansas,"Pleasant Plains, AR",349
Arkansas,Plumerville,810
Arkansas,"Pocahontas, AR",6474
Arkansas,"Pollard, AR",208
Arkansas,Portia,425
Arkansas,"Portland, AR",413
Arkansas,"Pottsville, AR",3066
Arkansas,Poyen,292
Arkansas,Prairie Creek,2066
Arkansas,"Prairie Grove, AR",4937
Arkansas,"Prattsville, AR",307
Arkansas,"Prescott, AR",3194
Arkansas,Pyatt,218
Arkansas,"Quitman, AR",749
Arkansas,Ravenden,457
Arkansas,Rector,1843
Arkansas,"Redfield, AR",1527
Arkansas,Reyno,445
Arkansas,Rison,1305
Arkansas,"Rockport, AR",754
Arkansas,"Rockwell, AR",3780
Arkansas,"Rogers, AR",61464
Arkansas,"Roland, AR",746
Arkansas,Rose Bud,480
Arkansas,"Rosston, AR",254
Arkansas,"Russellville, AR",28993
Arkansas,"Russell, AR",215
Arkansas,"Salem, AR",1623
Arkansas,"Salesville, AR",446
Arkansas,"Scranton, AR",223
Arkansas,Searcy,23983
Arkansas,Shannon Hills,3671
Arkansas,"Sheridan, AR",4845
Arkansas,"Sherwood, AR",30407
Arkansas,"Shirley, AR",283
Arkansas,Siloam Springs,15944
Arkansas,Smackover,1790
Arkansas,Sparkman,409
Arkansas,"Springdale, AR",76565
Arkansas,"St. Charles, AR",225
Arkansas,"St. Francis, AR",235
Arkansas,Stamps,1580
Arkansas,"Star City, AR",2220
Arkansas,Stephens,843
Arkansas,"Strawberry, AR",293
Arkansas,"Strong, AR",535
Arkansas,Stuttgart,9132
Arkansas,Subiaco,566
Arkansas,Sulphur Rock,458
Arkansas,"Sulphur Springs, AR",525
Arkansas,"Summit, AR",587
Arkansas,"Sweet Home, AR",849
Arkansas,Swifton,770
Arkansas,"Taylor, AR",544
Arkansas,"Texarkana, AR",30014
Arkansas,"Thornton, AR",396
Arkansas,Tillar,222
Arkansas,Tollette,235
Arkansas,Tontitown,2719
Arkansas,Traskwood,538
Arkansas,Trumann,7201
Arkansas,Tuckerman,1790
Arkansas,Tull,451
Arkansas,Tumbling Shoals,978
Arkansas,Turrell,586
Arkansas,Twin Groves,341
Arkansas,Tyronza,753
Arkansas,"Van Buren, AR",23070
Arkansas,Vilonia,4337
Arkansas,"Viola, AR",334
Arkansas,Wabbaseka,238
Arkansas,"Waldo, AR",1305
Arkansas,"Waldron, AR",3447
Arkansas,Walnut Ridge,4734
Arkansas,"Ward, AR",4610
Arkansas,"Warren, AR",5829
Arkansas,Weiner,696
Arkansas,West Crossett,1256
Arkansas,West Fork,2506
Arkansas,West Helena,7249
Arkansas,West Memphis,25423
Arkansas,Western Grove,364
Arkansas,Wheatley,332
Arkansas,"White Hall, AR",5242
Arkansas,Wickes,735
Arkansas,Widener,255
Arkansas,Wilmar,506
Arkansas,"Wilmot, AR",522
Arkansas,"Wilson, AR",876
Arkansas,"Wilton, AR",356
Arkansas,"Winslow, AR",417
Arkansas,"Woodlawn, AR",209
Arkansas,"Woodson, AR",403
Arkansas,"Wooster, AR",971
Arkansas,"Wrightsville, AR",2105
Arkansas,Wynne,8150
Arkansas,Yarborough Landing,487
Arkansas,Yellville,1181
Arizona,Aguila,798
Arizona,Ajo,3304
Arizona,Ak-Chin Village,862
Arizona,Amado,295
Arizona,Anthem,21700
Arizona,Apache Junction,38131
Arizona,"Apache, AZ",11958
Arizona,Arivaca Junction,1090
Arizona,Arivaca,59243
Arizona,Arizona City,10475
Arizona,Arizona Village,946
Arizona,Ash Fork,396
Arizona,Ashfork,2373
Arizona,Avenue B and C,4176
Arizona,"Avondale, AZ",79646
Arizona,Avra Valley,6050
Arizona,"Bagdad, AZ",1876
Arizona,"Beaver Dam, AZ",1962
Arizona,Beaver Valley,231
Arizona,"Benson, AZ",4927
Arizona,Big Park,6584
Arizona,"Bisbee, AZ",5308
Arizona,Bitter Springs,452
Arizona,Black Canyon City,2837
Arizona,"Blackwater, AZ",1062
Arizona,"Bluewater, AZ",725
Arizona,Bonita-Klondyke,2427
Arizona,Bouse,996
Arizona,"Bowie, AZ",2461
Arizona,Brenda,676
Arizona,"Buckeye, AZ",59470
Arizona,Bullhead City,39364
Arizona,"Burnside, AZ",537
Arizona,Bylas,1962
Arizona,Cactus Flats,1518
Arizona,Cactus Forest,594
Arizona,"Cameron, AZ",885
Arizona,Camp Verde,11097
Arizona,Cane Beds,448
Arizona,Canyon Day,1209
Arizona,Carefree,3526
Arizona,"Casa Blanca, AZ",1388
Arizona,Casa Grande,51478
Arizona,Casas Adobes,66795
Arizona,Catalina Foothills,50796
Arizona,Catalina,7569
Arizona,Cave Creek,5253
Arizona,"Cedar Creek, AZ",318
Arizona,Centennial Park,1264
Arizona,Central Heights-Midland City,2534
Arizona,"Central, AZ",645
Arizona,"Chandler, AZ",254276
Arizona,Chilchinbito,506
Arizona,Chinle,4518
Arizona,Chino Valley,11019
Arizona,Chloride,271
Arizona,Chuichu,269
Arizona,Cibecue,1713
Arizona,Cibola,250
Arizona,Cienega Springs,1798
Arizona,"Citrus Park, AZ",4028
Arizona,Clarkdale,4165
Arizona,Clay Springs,401
Arizona,"Claypool, AZ",1538
Arizona,"Clifton, AZ",3626
Arizona,Coconino,81338
Arizona,"Colorado City, AZ",4792
Arizona,"Congress, AZ",1975
Arizona,"Coolidge, AZ",12209
Arizona,Cordes Lakes,2633
Arizona,Cornfields,255
Arizona,"Cornville, AZ",3280
Arizona,Corona de Tucson,5675
Arizona,Cottonwood-Verde Village,13318
Arizona,"Cottonwood, AZ",11595
Arizona,"Crystal Beach, AZ",279
Arizona,Dateland,416
Arizona,"Deer Creek, AZ",216
Arizona,"Deer Valley, AZ",186030
Arizona,Del Muerto,329
Arizona,Dennehotso,746
Arizona,Desert Hills,2245
Arizona,Dewey-Humboldt,3971
Arizona,Dilkon,1184
Arizona,Dolan Springs,2033
Arizona,Doney Park,5395
Arizona,Donovan Estates,1508
Arizona,"Douglas, AZ",16744
Arizona,Dragoon,209
Arizona,Drexel Heights,27749
Arizona,Drexel-Alvernon,4923
Arizona,"Dripping Springs, AZ",235
Arizona,Drysdale,272
Arizona,Dudleyville,959
Arizona,"Duncan, AZ",783
Arizona,Eagar,4913
Arizona,East Fork,699
Arizona,East Globe,226
Arizona,East Sahuarita,1666
Arizona,Ehrenberg,1470
Arizona,El Mirage,33532
Arizona,El Prado Estates,504
Arizona,Elephant Head,612
Arizona,Elfrida,5659
Arizona,Eloy,16738
Arizona,First Mesa,1555
Arizona,Flagstaff,68785
Arizona,"Florence, AZ",26912
Arizona,Flowing Wells,16419
Arizona,Fort Apache,368
Arizona,Fort Defiance,3624
Arizona,Fort Mohave,14364
Arizona,"Fort Thomas, AZ",374
Arizona,"Fort Valley, AZ",779
Arizona,Fortuna Foothills,26265
Arizona,Fountain Hills,23573
Arizona,"Fredonia, AZ",1317
Arizona,"Gadsden, AZ",678
Arizona,"Ganado, AZ",1210
Arizona,Gila Bend,2001
Arizona,Gila Crossing,621
Arizona,Gila River,14341
Arizona,"Gilbert, AZ",239277
Arizona,Gisela,570
Arizona,"Glendale, AZ",237517
Arizona,Globe,7375
Arizona,Gold Camp,10159
Arizona,Golden Shores,2047
Arizona,"Golden Valley, AZ",8370
Arizona,Goodyear Village,457
Arizona,Goodyear,75664
Arizona,Grand Canyon Village,2004
Arizona,Greasewood,547
Arizona,"Green Valley, AZ",21391
Arizona,"Guadalupe, AZ",6106
Arizona,Havasupai,549
Arizona,"Hayden, AZ",648
Arizona,Heber-Overgaard,2822
Arizona,"Holbrook, AZ",5016
Arizona,Hondah,812
Arizona,Hotevilla-Bacavi,957
Arizona,Houck,1024
Arizona,Huachuca City,1775
Arizona,"Humboldt, AZ",6646
Arizona,Icehouse Canyon,677
Arizona,"Indian Wells, AZ",8247
Arizona,Jeddito,293
Arizona,"Jerome, AZ",451
Arizona,Joseph City,1386
Arizona,Kachina Village,2622
Arizona,Kaibito,1522
Arizona,Kayenta,5189
Arizona,Keams Canyon,304
Arizona,"Kearny, AZ",2017
Arizona,"Kingman, AZ",28549
Arizona,Klagetoh,242
Arizona,Komatke,821
Arizona,Kykotsmovi Village,746
Arizona,La Paz Valley,699
Arizona,Lake Havasu City,53103
Arizona,Lake Montezuma,4706
Arizona,"Lake of the Woods, AZ",4094
Arizona,Lazy Y U,428
Arizona,Lechee,1443
Arizona,Leupp,951
Arizona,"Linden, AZ",2597
Arizona,Litchfield Park,5392
Arizona,Little Colorado,19982
Arizona,"Littlefield, AZ",308
Arizona,Littletown,873
Arizona,Low Mountain,757
Arizona,Lower Santan Village,374
Arizona,Lukachukai,1701
Arizona,"Mammoth, AZ",1472
Arizona,Many Farms,1348
Arizona,Marana,39888
Arizona,Maricopa Colony,709
Arizona,"Maricopa, AZ",47442
Arizona,Martinez Lake,798
Arizona,"Mayer, AZ",1497
Arizona,"McNary, AZ",528
Arizona,McNeal,238
Arizona,Meadview,1224
Arizona,Mesa del Caballo,765
Arizona,"Mesa, AZ",464704
Arizona,Mescal,1812
Arizona,Mesquite Creek,416
Arizona,"Miami, AZ",1781
Arizona,Mingus Mountain,30649
Arizona,Miracle Valley,644
Arizona,Moenkopi,964
Arizona,Mohave Valley,2616
Arizona,"Morenci, AZ",1489
Arizona,"Morristown, AZ",227
Arizona,Mountainaire,1119
Arizona,Munds Park,631
Arizona,Naco,1046
Arizona,Nazlini,489
Arizona,"Nelson, AZ",259
Arizona,New Kingman-Butler,12134
Arizona,"New River, AZ",14952
Arizona,Nogales,20407
Arizona,North Fork,1417
Arizona,"North Pinal, AZ",100105
Arizona,Oracle,3686
Arizona,Orange Grove Mobile Manor,594
Arizona,Oro Valley,42018
Arizona,Oxbow Estates,217
Arizona,"Page, AZ",7440
Arizona,Palominas,212
Arizona,Papago,8799
Arizona,"Paradise Valley, AZ",13663
Arizona,Parker Strip,662
Arizona,"Parker, AZ",3057
Arizona,"Parks, AZ",1188
Arizona,Patagonia,898
Arizona,Paulden,5231
Arizona,"Payson, AZ",15245
Arizona,Peach Springs,1090
Arizona,Peeples Valley,428
Arizona,"Peoria, AZ",166934
Arizona,Peridot,1350
Arizona,"Phoenix, AZ",1537058
Arizona,Picacho,471
Arizona,"Picture Rocks, AZ",9563
Arizona,Pimaco Two,682
Arizona,Pima,2477
Arizona,Pinal,439
Arizona,"Pinedale, AZ",487
Arizona,Pinetop Country Club,1794
Arizona,Pinetop-Lakeside,4318
Arizona,Pine,1963
Arizona,"Pinon, AZ",904
Arizona,Pirtleville,1744
Arizona,Pisinemo,321
Arizona,Poston,285
Arizona,Prescott Valley,41075
Arizona,"Prescott, AZ",40958
Arizona,Puerco,2090
Arizona,Quartzsite,3613
Arizona,Queen Creek,32236
Arizona,Queen Valley,788
Arizona,"Rainbow City, AZ",968
Arizona,Rancho Mesa Verde,625
Arizona,"Red Mesa, AZ",480
Arizona,"Reservation, AZ",6405
Arizona,Rincon Valley,5139
Arizona,Rio Rico Northeast,3504
Arizona,Rio Rico Northwest,3192
Arizona,Rio Rico Southeast,1761
Arizona,Rio Rico Southwest,3076
Arizona,Rio Rico,18962
Arizona,Rio Verde,1811
Arizona,"Rock Point, AZ",642
Arizona,Rough Rock,414
Arizona,"Round Rock, AZ",789
Arizona,"Round Valley, AZ",487
Arizona,Sacaton Flats Village,541
Arizona,Sacaton,2672
Arizona,"Saddlebrooke, AZ",9614
Arizona,"Safford, AZ",9744
Arizona,Sahuarita,27547
Arizona,Salome,1530
Arizona,Salt River,9036
Arizona,"San Carlos, AZ",4038
Arizona,"San Jose, AZ",506
Arizona,"San Luis, AZ",31091
Arizona,San Manuel,3551
Arizona,San Tan Valley,81321
Arizona,"Sanders, AZ",630
Arizona,"Santa Rosa, AZ",628
Arizona,Santan,1086
Arizona,Sawmill,748
Arizona,Scenic,1643
Arizona,"Scottsdale, AZ",230512
Arizona,Second Mesa,962
Arizona,Sedona,10281
Arizona,"Seligman, AZ",445
Arizona,Sells,2495
Arizona,"Seven Mile, AZ",707
Arizona,Shongopovi,831
Arizona,Shonto,591
Arizona,Show Low,10841
Arizona,Sierra Vista Southeast,14797
Arizona,Sierra Vista,43806
Arizona,Six Shooter Canyon,1019
Arizona,Snowflake,5644
Arizona,So-Hi,477
Arizona,"Solomon, AZ",426
Arizona,Somerton,14912
Arizona,Sonoita,818
Arizona,South Tucson,5730
Arizona,"Spring Valley, AZ",1148
Arizona,Springerville,1964
Arizona,"St. David, AZ",1699
Arizona,"St. Johns, AZ",3497
Arizona,"St. Michaels, AZ",1443
Arizona,"Stanfield, AZ",740
Arizona,Star Valley,2276
Arizona,Steamboat,284
Arizona,Stotonic Village,659
Arizona,"Strawberry, AZ",961
Arizona,"Summit, AZ",5372
Arizona,Sun City West,24535
Arizona,"Sun City, AZ",37499
Arizona,Sun Lakes,13975
Arizona,"Sun Valley, AZ",1562
Arizona,Sunizona,281
Arizona,Supai,208
Arizona,"Superior, AZ",2916
Arizona,"Surprise, AZ",126275
Arizona,"Sweetwater, AZ",5637
Arizona,Swift Trail Junction,2935
Arizona,Tacna,602
Arizona,Tanque Verde,16901
Arizona,"Taylor, AZ",4144
Arizona,Teec Nos Pos,730
Arizona,Tees Toh,448
Arizona,"Tempe, AZ",172816
Arizona,"Thatcher, AZ",5023
Arizona,Three Points,5581
Arizona,Tolani Lake,280
Arizona,Tolleson,6929
Arizona,Tombstone,1322
Arizona,Tonalea,549
Arizona,Tonto Basin,1424
Arizona,Tonto Village,256
Arizona,Tonto,2583
Arizona,Top-of-the-World,231
Arizona,Topawa,299
Arizona,Tortolita,4392
Arizona,Tsaile,1205
Arizona,Tuba City,8611
Arizona,Tubac,1191
Arizona,Tucson Estates,12192
Arizona,"Tucson, AZ",527972
Arizona,Tumacacori-Carmen,393
Arizona,"Turkey Creek, AZ",294
Arizona,Tusayan,576
Arizona,Upper Santan Village,495
Arizona,"Vail, AZ",10208
Arizona,Valencia West,9355
Arizona,"Valle Vista, AZ",1659
Arizona,Valle,832
Arizona,Verde Village,11605
Arizona,Verde,39532
Arizona,"Vicksburg, AZ",597
Arizona,Village of Oak Creek (Big Park),6147
Arizona,Wagon Wheel,1652
Arizona,Wall Lane,415
Arizona,"Walnut Creek, AZ",562
Arizona,Wellton Hills,258
Arizona,Wellton,2956
Arizona,Wenden,728
Arizona,"Western, AZ",11873
Arizona,Wet Camp Village,229
Arizona,Wheatfields,785
Arizona,Whetstone,2617
Arizona,White Hills,323
Arizona,White Mountain Lake,2205
Arizona,Whitecone,817
Arizona,Whiteriver,4104
Arizona,Wickenburg,6685
Arizona,Wilhoit,868
Arizona,Willcox,3607
Arizona,"Williamson, AZ",5438
Arizona,"Williams, AZ",3094
Arizona,Willow Valley,1062
Arizona,Window Rock,2712
Arizona,Winkelman,346
Arizona,Winslow West,438
Arizona,"Winslow, AZ",9604
Arizona,Wittmann,763
Arizona,Yarnell,649
Arizona,"York, AZ",557
Arizona,Youngtown,6542
Arizona,Young,666
Arizona,"Yuma, AZ",93400
California,Acalanes Ridge,1137
California,Acampo,341
California,"Acton, CA",7596
California,Adelanto,32728
California,Adin-Lookout,789
California,Adin,272
California,Agoura Hills,20843
California,"Agua Dulce, CA",3342
California,Aguanga,1128
California,Ahwahnee,2246
California,Airport,1964
California,Alameda,77660
California,"Alamo, CA",14570
California,"Albany, CA",19488
California,Alhambra Valley,924
California,"Alhambra, CA",85569
California,Aliso Viejo,50231
California,"Allendale, CA",1506
California,Allensworth,471
California,Alondra Park,8592
California,Alpaugh,1026
California,"Alpine, CA",14236
California,Alta Sierra,6911
California,Altadena,42777
California,"Alta, CA",610
California,"Alto, CA",711
California,"Alturas, CA",2618
California,Alum Rock,15536
California,American Canyon,20470
California,Amesti,3478
California,"Anaheim, CA",346997
California,Anchor Bay,340
California,"Anderson, CA",10209
California,Angels City,3458
California,Angels,3756
California,Angwin,3051
California,"Antelope, CA",45770
California,"Antioch, CA",108930
California,Anza-Borrego Springs,3373
California,Anza,3014
California,"Apple Valley, CA",71595
California,Aptos Hills-Larkin Valley,2381
California,Aptos,6220
California,Arbuckle,3028
California,"Arcadia, CA",58232
California,Arcata,17730
California,Arden-Arcade,92186
California,Armona,4156
California,"Arnold, CA",3843
California,Aromas,2650
California,Arrowhead,28450
California,Arroyo Grande,17908
California,"Artesia, CA",16895
California,Artois,295
California,Arvin,20583
California,"Ashland, CA",21925
California,Atascadero,29134
California,Atherton,7147
California,"Atwater, CA",29022
California,Auberry,2369
California,Auburn Lake Trails,3426
California,"Auburn, CA",13960
California,August,8390
California,"Avalon, CA",3802
California,Avenal,13308
California,"Avery, CA",646
California,Avilla Beach,1627
California,Avocado Heights,15411
California,Azusa,48799
California,"Bakersfield, CA",368759
California,"Baker, CA",735
California,"Baldwin Park, CA",77119
California,"Ballard, CA",467
California,Ballico,406
California,"Bangor, CA",646
California,Banning,30769
California,"Barstow, CA",23498
California,"Bass Lake, CA",527
California,Bay Point,21349
California,Bayview-Montalvin,5305
California,"Bayview, CA",2510
California,Baywood-Los Osos,15151
California,Beale AFB,1319
California,"Bear Creek, CA",290
California,Bear Valley Springs,5172
California,"Beaumont, CA",42277
California,Beckwourth,432
California,Bell Canyon,2049
California,Bell Gardens,43146
California,"Bella Vista, CA",2781
California,"Bellflower, CA",78236
California,"Bell, CA",36217
California,"Belmont, CA",27073
California,"Belvedere, CA",2129
California,"Ben Lomond, CA",6234
California,Benbow,321
California,"Bend, CA",619
California,Benicia,27930
California,"Benton, CA",280
California,"Berkeley, CA",118853
California,Bermuda Dunes,7282
California,Berry Creek,1424
California,Berryessa,1732
California,Bertsch-Oceanview,2436
California,Bethel Island,2137
California,"Beverly Hills, CA",34871
California,Bieber,312
California,Big Bear City,12304
California,Big Bear Lake,5173
California,Big Bear,28837
California,Big Pine,1756
California,Big River,1327
California,Big Valley,1599
California,Biggs,1711
California,Biola,1623
California,"Bishop, CA",3841
California,Black Point-Green Point,1306
California,Blackhawk-Camino Tassajara,10652
California,"Blackhawk, CA",9354
California,Blacklake,930
